text,classes
" When starting the Information Server DataStage client, the following error is displayed and the client does not function properly: ""ConfirmUVSession: Internal Error - Host has not yet been attached"" ",CUR9781
 When testing using the DataDirect example program - encountered this error  MSG = [IBM(DataDirect OEM)][ODBC Apache Hive Wire Protocol driver][Hive]Failed to open new session: java.lang.RuntimeException: java.lang.RuntimeException: org.apache.hadoop.ipc.RemoteException(org.apache.hadoop.security.authorize.AuthorizationException): User: hive/xxxx is not allowed to impersonate hive  ,CUR10299
" When trying to install IC V8.5 FP1 on the Services tier, the install will fail when WAS is trying to run the filePropagator.jacl script. ",CUR9802
" When trying to log in to DataStage using the DataStage Designer or DataStage Director client, the user receives the following error:  Failed to connect to Information Server Engine: <engine_name>, <project_name> (The host name specified is not valid, or the host is not responding (81011))  ",CUR9376
" When trying to log in to DataStage using the DataStage Designer or DataStage Director client, the user receives the following error:  Failed to connect to Information Server Engine: <engine_name>, <project_name> (The host name specified is not valid, or the host is not responding (81011))  ",CUR9842
" When trying to log in to the Designer client, the following error is seen.  Failed to connect to Information Server Engine: <name>, project: <project_name>.  This error can occur if your mapped Engine Credential User ID does not have sufficient access to the underlying OS on the Engine system. (Internal Error (39202)) ",CUR9519
 When trying to run Data Rules in IA you receive error similar to:  pxbridge(4): Unable to determine association between statement  parameters and table columns. The connector will not be able to obtain  external schema and only limited schema reconciliation will be performed Parallel job reports failure (code 721035) ,CUR9836
 When trying to start WebSphere application server on windows OS. The server does not start and no new messages written to the startServer.log ,CUR10266
" When user opens stage properties on the Designer canvas, either by double-clicking a stage or selecting ""properties"" in the context menu, the user will see an hourglass icon, but does not see the properties dialog nor regain control of client session. ",CUR9614
 When using dsjob -ljobs to display job in a project you receive the following output: <none>  Status code = 0 ,CUR9882
" When using Information Servr web console to edit an LDAP group definition, if the group name contains an ampersand & character, the following error occurs:   The ID you entered contains invalid characters, re-enter the ID with valid characters and try again.  For a list of valid characters, click the help icon. ",CUR9922
" When using Information Servr web console to edit an LDAP group definition, if the group name contains an ampersand & character, the following error occurs:   The ID you entered contains invalid characters, re-enter the ID with valid characters and try again.  For a list of valid characters, click the help icon. ",CUR10023
" When using Information Servr web console to edit an LDAP group definition, if the group name contains an ampersand & character, the following error occurs:   The ID you entered contains invalid characters, re-enter the ID with valid characters and try again.  For a list of valid characters, click the help icon. ",CUR10497
" When using JDBC distributed transaction through Java™ Transaction API (JTA) with WebSphere embedded Connect JDBC driver to access a Microsoft SQL Server database, a set of stored procedures must be installed on the Microsoft SQL Server installation.   This technote explains the procedure to install the required Microsoft SQL Server JDBC XA procedures. ",CUR10329
" When using SyncProject with the Reconstruct option, SyncProject always puts the recreated project in the default project location. If the problem project is in a directory other than the default, it will be removed and recreated in the default location. How can I reconstruct my project and keep it in it's original location? ",CUR10882
" When using the InfoSphere Metadata Asset Manager (IMAM) to import table definitions from Oracle via the ODBC Connector, only the table and column defintions are imported and any table comments or column comments defined in Oracle are not imported. ",CUR10884
" When viewing the Subscription Manager web page in Information Server 11.3.1 with Internet Explorer v9 web browser, the Add Event button causes javascript error:   ""SCRIPT438: Object doesn't support property or method 'addEventListener'"" ",CUR10530
" When you import metadata from SAP BusinessObjects, problems with dependencies within the BusinessObjects Central Management Server (CMS) can cause incomplete business lineage or data lineage in InfoSphere Metadata Workbench. ",CUR9468
" When you import very large amounts of metadata by using connectors in InfoSphere Metadata Asset Manager, imports can fail with ""session time out"" or ""out of memory"" errors. This can happen at varying stages of the import. ",CUR9615
" When you import very large amounts of metadata by using connectors in InfoSphere Metadata Asset Manager, imports can fail with ""session time out"" or ""out of memory"" errors. This can happen at varying stages of the import. ",CUR10552
" When you import very large amounts of metadata by using connectors in InfoSphere Metadata Asset Manager, imports can fail with ""session time out"" or ""out of memory"" errors. This can happen at varying stages of the import. ",CUR10792
" When you import very large amounts of metadata by using connectors in InfoSphere Metadata Asset Manager, imports can fail with ""session time out"" or ""out of memory"" errors. This can happen at varying stages of the import. ",CUR11267
" When you run an installation after a previous attempt that has not been cleaned up properly, you might encounter the error described here. You should not encounter this error if you rebooted the computer prior to your current installation process. ",CUR11384
 When you try to install InfoSphere DataStage Client version 11.3.1 the following error is received:  HTTP ERROR 404 Problem accessing /ISInstall Reason: Path /ISInstall not found ,CUR9909
